element_id,text,page_number,filename,chunk_id
28081f7e7cb82b5c8666c25824fba687,"90-day (P = 0.004) and with 180-day mortality (P = 0.001) (Supple- mentary Table 3), even after we adjusted for the geographical origin of the patient, antibiotic treatment, platelet count, and creatinine, bilirubin and INR as components of the MELD score. We found no multicollinear- ity between the detection of faecal cytolysin-encoding genes and these cofactors (variance inflation factor < 1.6), which indicates that cytolysin is an independent predictor of mortality in patients with alcoholic",2,app\data\tmp\ALD patent background + target paper.pdf,41
32d4969c47c1e3fc369dc552e626009d,"hepatitis. When we performed receiver-operating-characteristic curve analysis for 90-day mortality, cytolysin had an area under the curve of 0.81, which was superior to other widely used predictors for mortality in clinical practice (Extended Data Fig. 1e). On the basis of our findings, we propose that the detection of cytolysin may be a prognostic factor for more severe liver- related outcomes and increased risk of death, and a stronger predictor of mortality than MELD, ABIC and the",2,app\data\tmp\ALD patent background + target paper.pdf,42
1fdae98c778dbb45464fc118723f1ee7,discriminant function score.,2,app\data\tmp\ALD patent background + target paper.pdf,43
39b30348c242a73c1e4294a3e70be529,"To determine phylogeny of E. faecalis in patients with alcoholic hepatitis, we performed targeted culturing from stool samples. Whole- genome sequencing of 93 E. faecalis isolates revealed a broad phylo- genetic diversity of cytolysin-positive E. faecalis from patients with alcoholic hepatitis (Fig. 1d), which indicates that cytolysin production is a variable trait among E. faecalis isolates and that cytolysin is car- ried in mobile genetic elements, which include both chromosomally encoded",2,app\data\tmp\ALD patent background + target paper.pdf,44
34b124c17a123293a0643101d3f1cdfa,pathogenicity islands and plasmids14. Detection of any other antimicrobial resistance genes or virulence genes in E. faecalis isolates did not correlate with disease severity or mortality in patients with alcoholic hepatitis (Supplementary Table 4).,2,app\data\tmp\ALD patent background + target paper.pdf,45
4b6395ab8114c45543d1c2a095bfdb47,"The total amount of faecal E. faecalis, or faecal E. faecalis positivity, did not correlate with disease severity or mortality in patients with alcoholic hepatitis (Supplementary Tables 5, 6). Cytolysin-positive and cytolysin-negative patients with alcoholic hepatitis had similar amounts of faecal E. faecalis (Extended Data Fig. 1f). Although there were differences in the composition of the gut microbiota in patients with alcoholic hepatitis from different geographical regions (Extended Data",2,app\data\tmp\ALD patent background + target paper.pdf,46
18943a3648f1c7fe270fe0fc26e18f72,"Fig. 1g), the proportion of cytolysin-positive patients, total amount of faecal E. faecalis, faecal E. faecalis positivity (Extended Data Fig. 1h–j), treatment and clinical outcomes (30-day and 90-day mortality) did not differ significantly among the regions or centres (Supplemen- tary Table 7). In addition, cirrhosis was not associated with cytolysin positivity, the total amount of faecal E. faecalis or faecal E. faecalis positivity in patients with alcoholic hepatitis (Extended Data Fig. 1k–m,",2,app\data\tmp\ALD patent background + target paper.pdf,47
9aeaa18078f5638497cff51d50ec94ea,Supplementary Tables 4–6). These results confirm our findings that the presence of cytolysin-producing E. faecalis rather than the total amount or presence of E. faecalis per se determines the severity of alcoholic hepatitis and mortality.,2,app\data\tmp\ALD patent background + target paper.pdf,48
a0f350b3f5f7844e05183692cb0569ff,Cytolysin and ethanol-induced liver disease,2,app\data\tmp\ALD patent background + target paper.pdf,49
893a24833f49df5bf23bd55d24fb3acf,"To determine whether cytolysin contributes to liver damage mediated by E. faecalis, we gavaged mice with a cytolytic E. faecalis strain (FA2- 2(pAM714)) or a non-cytolytic E. faecalis strain (FA2-2(pAM771))5; the mice were then placed on a chronic–binge ethanol diet15. Compared to mice gavaged with phosphate-buffered saline (PBS), mice fed with ethanol after they were gavaged with cytolytic E. faecalis developed more severe liver injury as indicated by a higher level of alanine amino-",2,app\data\tmp\ALD patent background + target paper.pdf,50
9722753fc66339fd9d94d1c1bff8c490,"transferase (ALT) (Extended Data Fig. 2a) and increased hepatic stea- tosis (Extended Data Fig. 2b, c). Mice that were fed ethanol after they",2,app\data\tmp\ALD patent background + target paper.pdf,51
5468264cf01a478e9e050b33e418d5d9,")  1  –  l     U  (     T  L  A     f  o  400  300  200  100  0  *  ***  ***  **  Control  Ethanol 

b  e  d  i  r  e  c  y  l  g  i  r  t     c  i  t  a  p  e  H  )  r  e  v  i  l     g     r  e  p     g  m  (     t  n  e  t  n  o  50  40  30  20  10  0  ****  ****  ***  *  c  Control  Ethanol ",3,app\data\tmp\ALD patent background + target paper.pdf,52
75e8c013e785dd26cc53029982054f21,c  Control  Ethanol  Alcoholic hepatitis  cytolysin-positive  Alcoholic hepatitis  cytolysin-positive  Alcoholic hepatitis  cytolysin-negative  Alcoholic hepatitis  cytolysin-negative  no. 1  no. 2  no. 3  no. 4 ,3,app\data\tmp\ALD patent background + target paper.pdf,53
8d19536358be7fdf6676e2e4d2fdde8b,e,3,app\data\tmp\ALD patent background + target paper.pdf,54
73e1d00d83299f76ca50d0afd2830b1c,Cxcl1  e  g  n  a  h  c  d  l  o  F  8  6  4  2  **  **  **  **  0  Control  Ethanol ,3,app\data\tmp\ALD patent background + target paper.pdf,55
befa2b50fc52606b1d20275ebf3e6164,f,3,app\data\tmp\ALD patent background + target paper.pdf,56
e39c62f47ec3a196d10b8b599cd0310a,Col1a1,3,app\data\tmp\ALD patent background + target paper.pdf,57
c9f5124e5d78db081b5895c8306297bd,e  g  n  a  h  c  d  l  o  F  20  15  10  5  **  ***  *  *  0  Control  Ethanol ,3,app\data\tmp\ALD patent background + target paper.pdf,58
ae5b0525a446c1be33b9b61fb033216a,"h

LDH",3,app\data\tmp\ALD patent background + target paper.pdf,59
3f424982bcdcc97dd0b1edd7fa9fa3dd,)  %  40  *  *  **  **  (  y  t  i  c  i  x  o  30  20  t  o  t  10  y  C  0  0  0  0  200  0  400  200  200  400  400  0  0  0  200  0  400  200  200  400  400  CylLS″ (nM)  CylLL″ (nM)  –  +  Ethanol ,3,app\data\tmp\ALD patent background + target paper.pdf,60
cf2763830c3c584e0c36b4505205bb9d,B,3,app\data\tmp\ALD patent background + target paper.pdf,61
75c37220b082410dc30af0a40a25a936,Alcoholic hepatitis cytolysin-positive no. 1,3,app\data\tmp\ALD patent background + target paper.pdf,62
86065e7920b9736b8d341dd24c627766,B,3,app\data\tmp\ALD patent background + target paper.pdf,63
3250b65172f6c781a6ee7cff2087b9eb,Alcoholic hepatitis cytolysin-positive no. 2,3,app\data\tmp\ALD patent background + target paper.pdf,64
7dc75e80494f57917885fda5c8fa2312,B,3,app\data\tmp\ALD patent background + target paper.pdf,65
33e88bd5dd9c25a0ac1054922b63a858,Alcoholic hepatitis cytolysin-negative no. 3,3,app\data\tmp\ALD patent background + target paper.pdf,66
903390027e25750871c2c2d5c51a5dcd,B,3,app\data\tmp\ALD patent background + target paper.pdf,67
54d161ae19d6f6f6a9f3fbf64cdb0a24,"Alcoholic hepatitis cytolysin-negative no. 4

e  g  n  8  6  Il1b  *  *  **  **  a  h  c  d  l  o  F  4  2  0  Control  Ethanol ",3,app\data\tmp\ALD patent background + target paper.pdf,68
97f6fa61e02962b9d53262150f2a7b16,g,3,app\data\tmp\ALD patent background + target paper.pdf,69
b716582da73e1e01991cb2c7a0986495,)  %  (  e  c  i  M  100  80  60  40  20  ****  ****  ****  ****  0  ND ND ND  ND  ND ND  Control  Ethanol ,3,app\data\tmp\ALD patent background + target paper.pdf,70
c1e586063685bbb6421974f575ffc5a7,"Fig. 2 | Transplantation of faeces from cytolysin-positive patients with alcoholic hepatitis exacerbates ethanol-induced liver disease in gnotobiotic mice. a–g, C57BL/6 germ-free mice were colonized with faeces from two cytolysin-positive and two cytolysin-negative patients with alcoholic hepatitis, and subjected to the chronic–binge feeding model. a, Serum levels of ALT. b, Hepatic triglyceride content. c, Representative sections of liver stained with haematoxylin and eosin (H & E). d–f,",3,app\data\tmp\ALD patent background + target paper.pdf,71
91fa7682bb03766e3814cac3887ced09,"Hepatic levels of mRNAs that encode Il1b, Cxcl1 and Col1a1. g, Proportions of mice that were positive for cytolysin in the liver, measured by qPCR for cylLS. h, Lactate dehydrogenase (LDH) assay to measure cytotoxicity of hepatocytes isolated from mice that were fed an oral isocaloric control diet (five groups, left) or chronic–binge ethanol diet (five",3,app\data\tmp\ALD patent background + target paper.pdf,72
db6dcf00885c633bab6141bddf5939ba,"groups, right), and incubated with vehicle, CylLS′′, CylLL′′ or both of the cytolysin subunits at the indicated concentrations without (–) or with (+) ethanol (25 mM) for 3 h. The survival of hepatocytes was determined in three independent experiments. Scale bar, 100 μm. Results are expressed as mean ± s.e.m. (a, b, d–f, h). P values are determined by one-way analysis of variance (ANOVA) with Tukey’s post hoc test (a, b, d–f), two-sided Fisher’s exact test followed by FDR procedures (g) or",3,app\data\tmp\ALD patent background + target paper.pdf,73
60ee42870a79c938222aefaed67d72ad,"two-way ANOVA with Tukey’s post hoc test (h). All results were generated from at least three independent replicates. The exact group size (n) and P values for each comparison are listed in Supplementary Table 10. *P < 0.05, **P < 0.01, ***P < 0.001, ****P < 0.0001.",3,app\data\tmp\ALD patent background + target paper.pdf,74
727095b18262f700549e050947003ce0,"were gavaged with cytolytic E. faecalis also had more liver inflamma- tion with higher expression levels of mRNAs that encode inflamma- tory cytokines and chemokines (Il1b, Cxcl1 and Cxcl2) (Extended Data Fig. 2d–f), compared with mice given PBS. Mice that were fed ethanol after they were gavaged with non-cytolytic E. faecalis had significantly less ethanol-induced liver injury, steatosis and inflammation (Extended Data Fig. 2a–f) and longer survival times (Extended Data Fig. 2g), as compared",3,app\data\tmp\ALD patent background + target paper.pdf,75
8f21e0f543c3754c299a5ee5982c2c25,with mice that were fed ethanol after they were administered with cytolytic E. faecalis.,3,app\data\tmp\ALD patent background + target paper.pdf,76
2127b2f050087bce85126a99d347b87f,"To explore the mechanism of cytolysin-associated liver damage, we measured cytolysin in the liver. CylLS was significantly increased in the liver of mice given cytolytic E. faecalis but not in the liver of mice that were not given E. faecalis or of mice gavaged with non-cyto- lytic E. faecalis after chronic ethanol administration (Extended Data Fig. 2h). E. faecalis was detectable in the liver of mice given cytolytic and",3,app\data\tmp\ALD patent background + target paper.pdf,77
830dd5555f8f9975ed3e0c54a5e730f0,"non-cytolytic E. faecalis and fed an ethanol diet, but not when mice were fed an isocaloric (control) diet (Extended Data Fig. 2i); this indicates that ethanol-induced changes in the gut barrier are necessary for the translocation of cytolytic E. faecalis from the intestine to the liver. The livers of ethanol-fed mice that were given cytolytic or non-cytolytic E. faecalis had positive E. faecalis cultures (Extended Data Fig. 2j). We observed an increased intestinal permeability in ethanol-fed",3,app\data\tmp\ALD patent background + target paper.pdf,78
170d74a06c893e3c3b2f837608887dfd,"mice com- pared with mice fed with an isocaloric diet, but this was independent of gavaging cytolytic or non-cytolytic E. faecalis after chronic ethanol administration (Extended Data Fig. 2k), indicating that cytolysin does not affect intestinal barrier function.",3,app\data\tmp\ALD patent background + target paper.pdf,79
1a4814caa5c7add9a98d7c7646213514,"Administration of cytolytic or non-cytolytic E. faecalis to mice did not significantly change the composition of the intestinal microbiota, as shown by 16S rRNA gene sequencing (Extended Data Fig. 2l). Cytolytic E. faecalis did not affect intestinal absorption or hepatic metabolism",3,app\data\tmp\ALD patent background + target paper.pdf,80
eecc5da894486333ba77cc535c72c685,"Nature | www.nature.com | 3

3",3,app\data\tmp\ALD patent background + target paper.pdf,81
b917675141c0dd5cc074f88942d8d114,Article,4,app\data\tmp\ALD patent background + target paper.pdf,82
99cbc110f9db5c2ef40a70ebbdf7cc28,a  Ef5.1  Ef5.2  Ef5.3  Ef5.4  Ef2.1  Ef2.2  Ef2.3 ,4,app\data\tmp\ALD patent background + target paper.pdf,83
49624c4f340527ff982100ee6692847e,b,4,app\data\tmp\ALD patent background + target paper.pdf,84
6c3c63bc0d386e2e4320082e6d77cdc0,s  l  e  v  e  l     m  u  r  e  S  )  1  –  l     U  (     T  L  A     f  o  400  300  200  100  0  Patient  no. 5  Patient  no. 2  *  Patient  no. 5  **  Patient  no. 2 ,4,app\data\tmp\ALD patent background + target paper.pdf,85
9fa3742ee6efd0d8b3ffde83cfed7cf6,c  e  d  i  r  e  c  y  l  g  i  r  t     c  i  t  a  p  e  H  )  r  e  v  i  l     g     r  e  p     g  m  (     t  n  e  t  n  o  c  50  40  30  20  10  0  Patient  no. 5  Patient  no. 2  *  Patient  no. 5  **  Patient  no. 2  C. crescentus phages  Cytolysin-positive E. faecalis  phages  C. crescentus phages  Cytolysin-positive E. faecalis  phages ,4,app\data\tmp\ALD patent background + target paper.pdf,86
7793102dc80ec3b8a1a9fcdaf161448d,"m

m

m

=",4,app\data\tmp\ALD patent background + target paper.pdf,87
cbc5068cea6993f78974702018fc164d,d  Control  Ethanol  C. crescentus  phages  Cytolysin-positive   E. faecalis phages  C. crescentus phages  Cytolysin-positive  E. faecalis phages ,4,app\data\tmp\ALD patent background + target paper.pdf,88
598c539ddcc632028f16116204d41baf,"Patient no. 5

Patient no. 2",4,app\data\tmp\ALD patent background + target paper.pdf,89
bf81bbaaebca57f294d15cb10c2c6e22,"f

e g n a h c d l o F",4,app\data\tmp\ALD patent background + target paper.pdf,90
05c4da49b02fbffda5cf14a3f97bc08a,12,4,app\data\tmp\ALD patent background + target paper.pdf,91
fc68a251e616fc88b7dda0f3815cf68a,RN onvbO®ON,4,app\data\tmp\ALD patent background + target paper.pdf,92
4860c78252e535cabd0a4715c13b409d,"8

6

4

2",4,app\data\tmp\ALD patent background + target paper.pdf,93
2ff46f566b5e1e7c70faf8e6b01acf9b,0,4,app\data\tmp\ALD patent background + target paper.pdf,94
91eee6c4548fb675d82668fe36b9934f,Patient no. 5,4,app\data\tmp\ALD patent background + target paper.pdf,95
9de2bc213241bec22e7310aba27297d9,Cxcl1,4,app\data\tmp\ALD patent background + target paper.pdf,96
a922061c4b16b5ba548b9738be05ba3b,"**

L",4,app\data\tmp\ALD patent background + target paper.pdf,97
d39fffdef448565aa8d231d99ca78977,"Patient no. 2

Patient no. 5",4,app\data\tmp\ALD patent background + target paper.pdf,98
1f5845cb12a00395a97b16beb5075afa,"**

]",4,app\data\tmp\ALD patent background + target paper.pdf,99
ddfba1144a293d44b82e266e5ee4bb03,"Patient no. 2

g  Col1a1  e  g  n  a  h  c  d  l  o  F  18  15  12  9  6  3  0  *  *  Patient      no. 5  Patient      no. 2  Patient      no. 5  Patient      no. 2  Control  Ethanol ",4,app\data\tmp\ALD patent background + target paper.pdf,100
e1062041fad0d6fc60bb7fc92811a2e9,Control,4,app\data\tmp\ALD patent background + target paper.pdf,101
6e5289caa3ed0da1b726fd9c18a659ba,"Ethanol

e  e  g  n  a  h  c  d  l  o  F  12  10  8  6  4  2  0  Il1b  *  ***  Patient      no. 5  Patient      no. 2  Patient      no. 5  Patient      no. 2  Control  Ethanol 

h  Liver cylLS  )  %  (  e  c  i  M  100  80  60  40  20  0  ND ND ND ND  **  **  Patient  no. 5  Patient  no. 2  Patient  no. 5  Patient  no. 2  Control  Ethanol ",4,app\data\tmp\ALD patent background + target paper.pdf,102
a12286cb0185c0addd5bea0688e4ca4b,"Fig. 3 | Phage therapy against cytolytic E. faecalis abolishes ethanol-induced liver disease in gnotobiotic mice. a, Transmission electron microscopy revealed that the phages we isolated were either siphophages (Ef5.1, Ef5.2, Ef5.3, Ef5.4 and Ef2.2) or myophages (Ef2.1 and Ef2.3). Scale bar, 50 nm. b–h, C57BL/6 germ-free mice were colonized with faeces from two cytolysin- positive patients with alcoholic hepatitis (faeces from one of these patients were also used in Fig. 2) and subjected to the",4,app\data\tmp\ALD patent background + target paper.pdf,103
0b7e4f0efad1916091e1a05109c7ff77,"chronic–binge feeding model, gavaged with control phages against C. crescentus (1010 plaque-forming units (PFUs)) or a cocktail of three or four different phages that target cytolytic E. faecalis (1010 PFUs), 1 day before an ethanol binge. b, Serum levels of ALT.",4,app\data\tmp\ALD patent background + target paper.pdf,104
6319f0c7a1544988b2bbbb5fd6804989,"c, Hepatic triglyceride content. d, Representative H & E-stained liver sections. Scale bar, 100 μm. e–g, Hepatic levels of mRNAs that encode Il1b, Cxcl1 and Col1a1. h, Proportions of mice that were positive for cytolysin in the liver, measured by qPCR for cylLS. Results are expressed as mean ± s.e.m. (b, c, e–g). P values are determined by two-way ANOVA with Tukey’s post hoc test (b, c, e–g) or two-sided Fisher’s exact test followed by FDR procedures (h). All results are generated from at least",4,app\data\tmp\ALD patent background + target paper.pdf,105
3dd6a8f102ce2440654dd2d64189d1f1,"three independent replicates. The exact group size (n) and P values for each comparison are listed in Supplementary Table 10. *P < 0.05, **P < 0.01, *** P < 0.001.",4,app\data\tmp\ALD patent background + target paper.pdf,106
