element_id,text,page_number,filename,chunk_id,method,hypothetical_questions,keywords
fc62b27ba51731b1d7649aaf12d20b7e,"Nature | www.nature.com | 5

--- Extracted Metadata ---
Keywords: Biology, Research, Nature
Methods: Not specified
Hypothetical Questions: What is the focus of the research described in the document?",5,ald_paper,46,['Not specified'],['What is the focus of the research described in the document?'],"['Biology', 'Research', 'Nature']"
df7735834095c5dc1c08fbef8afe2ea1,"Compared to Atp4aSl/Sl mice gavaged with control phages or vehicle, Atp4aSl/Sl mice gavaged with phages that target cytolytic E. faecalis had less severe liver injury, steatosis and inflammation after chronic ethanol feeding (Extended Data Fig. 5a–f). Administration of E. faecalis phages significantly reduced levels of cytolysin in the liver (Extended Data Fig. 5g) as well as faecal amounts of Enterococcus (Extended Data Fig. 5h). Phage administration did not affect the overall composition of the faecal microbiome, intestinal absorption or hepatic metabolism of ethanol (Extended Data Fig. 5i–k).

--- Extracted Metadata ---
Keywords: Phage administration, Chronic ethanol feeding, Liver injury, Steatosis, Inflammation, Cytolytic E. faecalis, Enterococcus, Cytolysin, Faecal microbiome, Intestinal absorption, Hepatic metabolism of ethanol
Methods: Phage administration, Chronic ethanol feeding, Liver injury, Steatosis, Inflammation, Cytolytic E. faecalis, Enterococcus, Cytolysin, Faecal microbiome, Intestinal absorption, Hepatic metabolism of ethanol
Hypothetical Questions: How does phage administration affect liver injury, steatosis, and inflammation in Atp4aSl/Sl mice after chronic ethanol feeding?, What is the impact of targeting cytolytic E. faecalis with phages on liver health in Atp4aSl/Sl mice?, Does reducing cytolysin levels in the liver through E. faecalis phage administration have a protective effect against ethanol-induced liver damage?, Is there a relationship between the reduction of Enterococcus levels in fecal matter and the severity of liver injury in Atp4aSl/Sl mice fed with ethanol?",6,ald_paper,47,"['Phage administration', 'Chronic ethanol feeding', 'Liver injury', 'Steatosis', 'Inflammation', 'Cytolytic E. faecalis', 'Enterococcus', 'Cytolysin', 'Faecal microbiome', 'Intestinal absorption', 'Hepatic metabolism of ethanol']","['How does phage administration affect liver injury, steatosis, and inflammation in Atp4aSl/Sl mice after chronic ethanol feeding?', 'What is the impact of targeting cytolytic E. faecalis with phages on liver health in Atp4aSl/Sl mice?', 'Does reducing cytolysin levels in the liver through E. faecalis phage administration have a protective effect against ethanol-induced liver damage?', 'Is there a relationship between the reduction of Enterococcus levels in fecal matter and the severity of liver injury in Atp4aSl/Sl mice fed with ethanol?']","['Phage administration', 'Chronic ethanol feeding', 'Liver injury', 'Steatosis', 'Inflammation', 'Cytolytic E. faecalis', 'Enterococcus', 'Cytolysin', 'Faecal microbiome', 'Intestinal absorption', 'Hepatic metabolism of ethanol']"
681c37cd18eca0378446bbace826a732,"To develop a therapeutic approach to precisely edit the intestinal microbiota, we cultured cytolytic E. faecalis strains from the faecal samples of patients with alcoholic hepatitis. We then isolated lytic phages from sewage water against these cytolytic E. faecalis strains; these phages had siphophage or myophage morphology (Fig. 3a, Extended Data Fig. 6). Gnotobiotic mice were colonized with faeces from two cytolysin-positive patients with alcoholic hepatitis (Sup- plementary Table 8) and given three or four different—but patient- specific—lytic phages against cytolytic E. faecalis. The phages against cytolytic E. faecalis abolished ethanol-induced liver injury and steatosis, as shown by lower levels of ALT, lower percentages of hepatic cells positive for terminal deoxynucleotide transferase-mediated dUTP nick-end labelling, and lower levels of hepatic triglycerides and oil red O-staining (Fig. 3b–d, Extended Data Fig. 7a, b), as well as by decreased hepatic levels of Il1b, Cxcl1,

--- Extracted Metadata ---
Keywords: intestinal microbiota, cytolytic E. faecalis, bacteriophage therapy, gnotobiotic mice, ethanol-induced liver injury, steatosis
Methods: microbiota editing, bacteriophage therapy, gnotobiotic mice colonization
Hypothetical Questions: Can lytic phages isolated from cytolytic E. faecalis strains be used to prevent ethanol-induced liver injury and steatosis?, How effective are patient-specific lytic phages against cytolytic E. faecalis in treating alcoholic hepatitis?",6,ald_paper,48,"['microbiota editing', 'bacteriophage therapy', 'gnotobiotic mice colonization']","['Can lytic phages isolated from cytolytic E. faecalis strains be used to prevent ethanol-induced liver injury and steatosis?', 'How effective are patient-specific lytic phages against cytolytic E. faecalis in treating alcoholic hepatitis?']","['intestinal microbiota', 'cytolytic E. faecalis', 'bacteriophage therapy', 'gnotobiotic mice', 'ethanol-induced liver injury', 'steatosis']"
6fb2864c7a8ccc0def4b2af6f0cdf402,"ven three or four different—but patient- specific—lytic phages against cytolytic E. faecalis. The phages against cytolytic E. faecalis abolished ethanol-induced liver injury and steatosis, as shown by lower levels of ALT, lower percentages of hepatic cells positive for terminal deoxynucleotide transferase-mediated dUTP nick-end labelling, and lower levels of hepatic triglycerides and oil red O-staining (Fig. 3b–d, Extended Data Fig. 7a, b), as well as by decreased hepatic levels of Il1b, Cxcl1, Cxcl2, Col1a1 and Acta2 mRNAs, and reduced hepatic levels of cylLS, as compared with mice given control phages (against C. crescentus) (Fig. 3e–h, Extended Data Fig. 7c, d). Treatment with phages against cytolytic E. faecalis also reduced faecal amounts of Enterococcus (Extended Data Fig. 7e) without affecting the overall composition of the gut microbiota (Extended Data Fig. 7f). Intestinal absorption of ethanol and hepatic metabolism were similar in all groups (Extended Data Fig. 7g, h).

--- Extracted Metadata ---
Keywords: lytic phages, cytolytic E. faecalis, ethanol-induced liver injury, steatosis, hepatic cells, triglycerides, col1a1, acta2, Enterococcus, gut microbiota, intestinal absorption, hepatic metabolism
Methods: lytic phages, ethanol-induced liver injury, steatosis, ALT, terminal deoxynucleotide transferase-mediated dUTP nick-end labeling, hepatic triglycerides, oil red O-staining, Il1b, Cxcl1, Cxcl2, Col1a1, Acta2, cylLS, Enterococcus
Hypothetical Questions: How do lytic phages against cytolytic E. faecalis affect ethanol-induced liver injury and steatosis in mice?, What is the impact of treatment with phages against cytolytic E. faecalis on hepatic levels of specific mRNAs and cylLS in comparison to control phages?, How do phages against cytolytic E. faecalis influence the composition of gut microbiota in terms of Enterococcus levels?, Are there differences in intestinal absorption of ethanol and hepatic metabolism between groups treated with different phages?",6,ald_paper,49,"['lytic phages', 'ethanol-induced liver injury', 'steatosis', 'ALT', 'terminal deoxynucleotide transferase-mediated dUTP nick-end labeling', 'hepatic triglycerides', 'oil red O-staining', 'Il1b', 'Cxcl1', 'Cxcl2', 'Col1a1', 'Acta2', 'cylLS', 'Enterococcus']","['How do lytic phages against cytolytic E. faecalis affect ethanol-induced liver injury and steatosis in mice?', 'What is the impact of treatment with phages against cytolytic E. faecalis on hepatic levels of specific mRNAs and cylLS in comparison to control phages?', 'How do phages against cytolytic E. faecalis influence the composition of gut microbiota in terms of Enterococcus levels?', 'Are there differences in intestinal absorption of ethanol and hepatic metabolism between groups treated with different phages?']","['lytic phages', 'cytolytic E. faecalis', 'ethanol-induced liver injury', 'steatosis', 'hepatic cells', 'triglycerides', 'col1a1', 'acta2', 'Enterococcus', 'gut microbiota', 'intestinal absorption', 'hepatic metabolism']"
971885a516747233c866da1146f30463,"To demonstrate that the effect of phage treatment occurs via the targeting of cytolysin-positive E. faecalis, rather than a reduction in cytolysin-negative E. faecalis, we colonized gnotobiotic mice with faeces from cytolysin-negative patients with alcoholic hepatitis (Sup- plementary Table 8). Phages against non-cytolytic E. faecalis from patients were isolated from sewage water; they had siphophage or podophage morphology (Fig. 4a, Extended Data Fig. 8). These phages did not reduce features of ethanol-induced liver disease compared with control phages (Fig. 4b–g, Extended Data Fig. 9a–h), despite the reduc- tion of faecal Enterococcus (Fig. 4h). Our findings indicate that treat- ment with lytic phages can selectively attenuate the ethanol-induced liver disease caused by cytolysin-positive E. faecalis in humanized mice.

--- Extracted Metadata ---
Keywords: phage treatment, cytolysin-positive E. faecalis, cytolysin-negative E. faecalis, ethanol-induced liver disease, gnotobiotic mice, faecal Enterococcus
Methods: phage treatment, isolation of phages, colonization of gnotobiotic mice, comparison of cytolysin-positive and cytolysin-negative E. faecalis, treatment with lytic phages
Hypothetical Questions: Does phage treatment target cytolysin-positive E. faecalis specifically?, How does phage treatment affect ethanol-induced liver disease in humanized mice?, What is the role of cytolysin-positive E. faecalis in ethanol-induced liver disease?",6,ald_paper,50,"['phage treatment', 'isolation of phages', 'colonization of gnotobiotic mice', 'comparison of cytolysin-positive and cytolysin-negative E. faecalis', 'treatment with lytic phages']","['Does phage treatment target cytolysin-positive E. faecalis specifically?', 'How does phage treatment affect ethanol-induced liver disease in humanized mice?', 'What is the role of cytolysin-positive E. faecalis in ethanol-induced liver disease?']","['phage treatment', 'cytolysin-positive E. faecalis', 'cytolysin-negative E. faecalis', 'ethanol-induced liver disease', 'gnotobiotic mice', 'faecal Enterococcus']"
ffd24ef49d7f085e864bbc10c1a1ba0f,"Discussion Phage-based therapies have predominantly been studied in patients with bacterial infections in the gastrointestinal tract21–23, urinary tract24,25 and other organ systems26–28. The results of these studies— although mixed in terms of efficacy—strongly suggest that phage treat- ment offers a safe alternative to antibiotics26,27. However, safety studies are required for complex populations (such as patients with alcoholic hepatitis), because phages can induce a strong immune reaction29. Further work is required to determine whether phages that target cyto- lytic E. faecalis might be used to treat patients with alcoholic hepatitis, a life-threatening disease that at present has no effective treatment. Eradication of this specific bacterial strain might produce better out- comes than current treatments, and environmental sources can be used to easily isolate phages that target cytolysin-positive E. faecalis. Here we provide an example of the efficacy of approaches based on

--- Extracted Metadata ---
Keywords: phage-based therapies, bacterial infections, alcoholic hepatitis, immune reaction, cytolytic E. faecalis, antibiotics, efficacy, safety studies
Methods: phage-based therapies, antibiotics, immunotherapy, bacterial strain targeting
Hypothetical Questions: Can phages effectively treat patients with alcoholic hepatitis?, What is the safety profile of phage treatment compared to antibiotics for bacterial infections?, How do phages induce immune reactions in complex populations?",6,ald_paper,51,"['phage-based therapies', 'antibiotics', 'immunotherapy', 'bacterial strain targeting']","['Can phages effectively treat patients with alcoholic hepatitis?', 'What is the safety profile of phage treatment compared to antibiotics for bacterial infections?', 'How do phages induce immune reactions in complex populations?']","['phage-based therapies', 'bacterial infections', 'alcoholic hepatitis', 'immune reaction', 'cytolytic E. faecalis', 'antibiotics', 'efficacy', 'safety studies']"
d82b1ac3bc8a4920cdc19c3aebd2f938,"on29. Further work is required to determine whether phages that target cyto- lytic E. faecalis might be used to treat patients with alcoholic hepatitis, a life-threatening disease that at present has no effective treatment. Eradication of this specific bacterial strain might produce better out- comes than current treatments, and environmental sources can be used to easily isolate phages that target cytolysin-positive E. faecalis. Here we provide an example of the efficacy of approaches based on phages in mice for a disease that is not considered a classic infectious disease. Our data also suggest that cytolysin may be used as a predictive biomarker of severe alcoholic hepatitis; an independent, prospective

--- Extracted Metadata ---
Keywords: phage therapy, cytolysin, E. faecalis, alcoholic hepatitis, bacterial eradication, predictive biomarker
Methods: phage therapy, bacterial eradication
Hypothetical Questions: Can phages targeting cytolysin-positive E. faecalis be used to treat alcoholic hepatitis?, Is cytolysin a predictive biomarker of severe alcoholic hepatitis?",6,ald_paper,52,"['phage therapy', 'bacterial eradication']","['Can phages targeting cytolysin-positive E. faecalis be used to treat alcoholic hepatitis?', 'Is cytolysin a predictive biomarker of severe alcoholic hepatitis?']","['phage therapy', 'cytolysin', 'E. faecalis', 'alcoholic hepatitis', 'bacterial eradication', 'predictive biomarker']"
4ee90975c4e97332cd22231706252230,"cohort is therefore needed to validate cytolysin as a biomarker, and to extend the phage findings in mice to human patients.

Online content Any methods, additional references, Nature Research reporting sum- maries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author con- tributions and competing interests; and statements of data and code availability are available at https://doi.org/10.1038/s41586-019-1742-x.

1.

2.

Lozano, R. et al. Global and regional mortality from 235 causes of death for 20 age groups in 1990 and 2010: a systematic analysis for the Global Burden of Disease Study 2010. Lancet 380, 2095–2128 (2012). Lee, B. P., Vittinghoff, E., Dodge, J. L., Cullaro, G. & Terrault, N. A. National trends and long- term outcomes of liver transplant for alcohol-associated liver disease in the United States. JAMA Intern. Med. 179, 340–348 (2019).

--- Extracted Metadata ---
Keywords: cytolysin, biomarker, phage findings, mice, human patients
Methods: validation of cytolysin as a biomarker, extending phage findings from mice to human patients
Hypothetical Questions: What is the role of cytolysin as a biomarker in human patients?, How do phage findings in mice translate to human patients?",6,ald_paper,53,"['validation of cytolysin as a biomarker', 'extending phage findings from mice to human patients']","['What is the role of cytolysin as a biomarker in human patients?', 'How do phage findings in mice translate to human patients?']","['cytolysin', 'biomarker', 'phage findings', 'mice', 'human patients']"
770a4379617038deb045c79f4061b811,"3. Rehm, J. et al. Burden of disease associated with alcohol use disorders in the United

4.

5.

6.

States. Alcohol. Clin. Exp. Res. 38, 1068–1077 (2014). Llopis, M. et al. Intestinal microbiota contributes to individual susceptibility to alcoholic liver disease. Gut 65, 830–839 (2016). Ike, Y., Clewell, D. B., Segarra, R. A. & Gilmore, M. S. Genetic analysis of the pAD1 hemolysin/bacteriocin determinant in Enterococcus faecalis: Tn917 insertional mutagenesis and cloning. J. Bacteriol. 172, 155–163 (1990). Tang, W. & van der Donk, W. A. The sequence of the enterococcal cytolysin imparts unusual lanthionine stereochemistry. Nat. Chem. Biol. 9, 157–159 (2013).

7. Maddrey, W. C. et al. Corticosteroid therapy of alcoholic hepatitis. Gastroenterology 75,

193–199 (1978).

8. Dominguez, M. et al. A new scoring system for prognostic stratification of patients with

9.

--- Extracted Metadata ---
Keywords: alcohol use disorders, alcoholic liver disease, genetic analysis, cloning, cytolysin, corticosteroid therapy, prognostic stratification, intestinal microbiota
Methods: genetic analysis, cloning, sequencing, cytolysin, corticosteroid therapy
Hypothetical Questions: How does intestinal microbiota contribute to individual susceptibility to alcoholic liver disease?, What is the genetic basis of the hemolysin/bacteriocin determinant in Enterococcus faecalis?, How does the sequence of the enterococcal cytolysin impart unusual lanthionine stereochemistry?",6,ald_paper,54,"['genetic analysis', 'cloning', 'sequencing', 'cytolysin', 'corticosteroid therapy']","['How does intestinal microbiota contribute to individual susceptibility to alcoholic liver disease?', 'What is the genetic basis of the hemolysin/bacteriocin determinant in Enterococcus faecalis?', 'How does the sequence of the enterococcal cytolysin impart unusual lanthionine stereochemistry?']","['alcohol use disorders', 'alcoholic liver disease', 'genetic analysis', 'cloning', 'cytolysin', 'corticosteroid therapy', 'prognostic stratification', 'intestinal microbiota']"
3ff9dd65e7b94a9ece979af95ca72b95,"alcoholic hepatitis. Am. J. Gastroenterol. 103, 2747–2756 (2008). Thursz, M. R. et al. Prednisolone or pentoxifylline for alcoholic hepatitis. N. Engl. J. Med. 372, 1619–1628 (2015).

10. Mathurin, P. & Lucey, M. R. Management of alcoholic hepatitis. J. Hepatol. 56,

S39–S45 (2012).

11. Llorente, C. et al. Gastric acid suppression promotes alcoholic liver disease by inducing

overgrowth of intestinal Enterococcus. Nat. Commun. 8, 837 (2017).

12. Gilmore, M. S. et al. Genetic structure of the Enterococcus faecalis plasmid pAD1- encoded cytolytic toxin system and its relationship to lantibiotic determinants. J. Bacteriol. 176, 7335–7344 (1994).

13. Cox, C. R., Coburn, P. S. & Gilmore, M. S. Enterococcal cytolysin: a novel two component peptide system that serves as a bacterial defense against eukaryotic and prokaryotic cells. Curr. Protein Pept. Sci. 6, 77–84 (2005).

14. Van Tyne, D., Martin, M. J. & Gilmore, M. S. Structure, function, and biology of the

--- Extracted Metadata ---
Keywords: alcoholic hepatitis, management, gastric acid suppression, Enterococcus, plasmid, cytolytic toxin, bacterial defense mechanism
Methods: alcoholic hepatitis management, gastric acid suppression, genetic structure analysis, bacterial defense mechanism
Hypothetical Questions: What are the treatment options for alcoholic hepatitis?, How does gastric acid suppression contribute to alcoholic liver disease?, What is the genetic structure of Enterococcus faecalis plasmid pAD1-encoded cytolytic toxin system?, How does the Enterococcal cytolysin function as a bacterial defense mechanism?",6,ald_paper,55,"['alcoholic hepatitis management', 'gastric acid suppression', 'genetic structure analysis', 'bacterial defense mechanism']","['What are the treatment options for alcoholic hepatitis?', 'How does gastric acid suppression contribute to alcoholic liver disease?', 'What is the genetic structure of Enterococcus faecalis plasmid pAD1-encoded cytolytic toxin system?', 'How does the Enterococcal cytolysin function as a bacterial defense mechanism?']","['alcoholic hepatitis', 'management', 'gastric acid suppression', 'Enterococcus', 'plasmid', 'cytolytic toxin', 'bacterial defense mechanism']"
ce7987394129a27b5c67bf5300d54914,"Enterococcus faecalis cytolysin. Toxins 5, 895–911 (2013).

15. Bertola, A., Mathews, S., Ki, S. H., Wang, H. & Gao, B. Mouse model of chronic and binge

ethanol feeding (the NIAAA model). Nat. Protoc. 8, 627–637 (2013).

16. Ogilvie, L. A. & Jones, B. V. The human gut virome: a multifaceted majority. Front.

Microbiol. 6, 918 (2015).

17. Chatterjee, A. et al. Bacteriophage resistance alters antibiotic-mediated intestinal

expansion of enterococci. Infect. Immun. 87, e00085-19 (2019).

18. Poindexter, J. S. Biological properties and classification of the Caulobacter group.

Bacteriol. Rev. 28, 231–295 (1964).

19. Shin, J. et al. Analysis of the mouse gut microbiome using full-length 16S rRNA amplicon

sequencing. Sci. Rep. 6, 29681 (2016).

20. Human Microbiome Project Consortium. Structure, function and diversity of the healthy

human microbiome. Nature 486, 207–214 (2012).

21. Marcuk, L. M. et al. Clinical studies of the use of bacteriophage in the treatment of

--- Extracted Metadata ---
Keywords: Enterococcus faecalis cytolysin, chronic ethanol feeding, gut virome, Caulobacter group, 16S rRNA, human microbiome, bacteriophage treatment
Methods: 16S rRNA amplicon sequencing, bacteriophage resistance, mouse model, microbiome analysis, bacteriophage treatment
Hypothetical Questions: How does bacteriophage resistance affect antibiotic-mediated intestinal expansion of enterococci?, What are the biological properties and classification of the Caulobacter group?, How does chronic and binge ethanol feeding impact a mouse model's physiology?, What is the structure, function, and diversity of the healthy human microbiome?, How can bacteriophages be used in the treatment of bacterial infections?",6,ald_paper,56,"['16S rRNA amplicon sequencing', 'bacteriophage resistance', 'mouse model', 'microbiome analysis', 'bacteriophage treatment']","['How does bacteriophage resistance affect antibiotic-mediated intestinal expansion of enterococci?', 'What are the biological properties and classification of the Caulobacter group?', ""How does chronic and binge ethanol feeding impact a mouse model's physiology?"", 'What is the structure, function, and diversity of the healthy human microbiome?', 'How can bacteriophages be used in the treatment of bacterial infections?']","['Enterococcus faecalis cytolysin', 'chronic ethanol feeding', 'gut virome', 'Caulobacter group', '16S rRNA', 'human microbiome', 'bacteriophage treatment']"
87a9d9ae8e24e00b4468211e1d4ead0b,"cholera. Bull. World Health Organ. 45, 77–83 (1971).

22. Sarker, S. A. et al. Oral phage therapy of acute bacterial diarrhea with two coliphage preparations: a randomized trial in children from Bangladesh. EBioMedicine 4, 124–137 (2016).

23. Dalmasso, M., Hill, C. & Ross, R. P. Exploiting gut bacteriophages for human health.

Trends Microbiol. 22, 399–405 (2014).

24. Ujmajuridze, A. et al. Adapted bacteriophages for treating urinary tract infections. Front.

Microbiol. 9, 1832 (2018).

25. Khawaldeh, A. et al. Bacteriophage therapy for refractory Pseudomonas aeruginosa

urinary tract infection. J. Med. Microbiol. 60, 1697–1700 (2011).

26. Schooley, R. T. et al. Development and use of personalized bacteriophage-based

therapeutic cocktails to treat a patient with a disseminated resistant Acinetobacter baumannii infection. Antimicrob. Agents Chemother. 61, e00954-17 (2017). 27. Dedrick, R. M. et al. Engineered bacteriophages for treatment of a patient with a

--- Extracted Metadata ---
Keywords: Cholera, Bacteriophage therapy, Acute bacterial diarrhea, Gut bacteriophages, Urinary tract infections, Pseudomonas aeruginosa, Personalized bacteriophage therapy, Engineered bacteriophages, Antimicrobial agents
Methods: Oral phage therapy, Exploiting gut bacteriophages, Adapted bacteriophages, Bacteriophage therapy, Personalized bacteriophage-based therapeutic cocktails, Engineered bacteriophages
Hypothetical Questions: How effective is oral phage therapy in treating acute bacterial diarrhea in children?, What are the potential benefits of exploiting gut bacteriophages for human health?, Can adapted bacteriophages effectively treat urinary tract infections?, What is the efficacy of bacteriophage therapy for refractory Pseudomonas aeruginosa urinary tract infections?, How effective are personalized bacteriophage-based therapeutic cocktails in treating disseminated resistant Acinetobacter baumannii infections?, How successful are engineered bacteriophages in treating bacterial infections in patients?",6,ald_paper,57,"['Oral phage therapy', 'Exploiting gut bacteriophages', 'Adapted bacteriophages', 'Bacteriophage therapy', 'Personalized bacteriophage-based therapeutic cocktails', 'Engineered bacteriophages']","['How effective is oral phage therapy in treating acute bacterial diarrhea in children?', 'What are the potential benefits of exploiting gut bacteriophages for human health?', 'Can adapted bacteriophages effectively treat urinary tract infections?', 'What is the efficacy of bacteriophage therapy for refractory Pseudomonas aeruginosa urinary tract infections?', 'How effective are personalized bacteriophage-based therapeutic cocktails in treating disseminated resistant Acinetobacter baumannii infections?', 'How successful are engineered bacteriophages in treating bacterial infections in patients?']","['Cholera', 'Bacteriophage therapy', 'Acute bacterial diarrhea', 'Gut bacteriophages', 'Urinary tract infections', 'Pseudomonas aeruginosa', 'Personalized bacteriophage therapy', 'Engineered bacteriophages', 'Antimicrobial agents']"
1987d5757dacc5875e426052d18c7ee6,"disseminated drug-resistant Mycobacterium abscessus. Nat. Med. 25, 730–733 (2019).

28. Fish, R. et al. Compassionate use of bacteriophage therapy for foot ulcer treatment as an

effective step for moving toward clinical trials. Methods Mol. Biol. 1693, 159–170 (2018).

29. Górski, A. et al. Phages and immunomodulation. Future Microbiol. 12, 905–914 (2017).

Publisher’s note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.

© The Author(s), under exclusive licence to Springer Nature Limited 2019

6 | Nature | www.nature.com

--- Extracted Metadata ---
Keywords: bacteriophage therapy, immunomodulation, foot ulcers, phages
Methods: bacteriophage therapy, immunomodulation
Hypothetical Questions: What are the effects of bacteriophage therapy on foot ulcers?, How can phages be used to modulate the immune response?",6,ald_paper,58,"['bacteriophage therapy', 'immunomodulation']","['What are the effects of bacteriophage therapy on foot ulcers?', 'How can phages be used to modulate the immune response?']","['bacteriophage therapy', 'immunomodulation', 'foot ulcers', 'phages']"
1eae916cf1bdbb419b33eecedfa3df2b,"1Department of Medicine, University of California San Diego, La Jolla, CA, USA. 2Department of Medicine, VA San Diego Healthcare System, San Diego, CA, USA. 3Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, La Jolla, CA, USA. 4J. Craig Venter Institute, Rockville, MD, USA. 5J. Craig Venter Institute, La Jolla, CA, USA. 6Host–Microbiota Interactions Laboratory, Wellcome Sanger Institute, Hinxton, UK. 7Division of Biostatistics and Bioinformatics, Department of Family Medicine and Public Health, University of California San Diego, La Jolla, CA, USA. 8Department of Biochemistry and Biophysics, Texas A & M University, College Station, TX, USA. 9Center for Phage Technology, Texas A & M AgriLife Research and Texas A & M University, College Station, TX, USA. 10Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA. 11Department of Pathology, University of California San Diego, La Jolla, CA, USA. 12Division of",7,ald_paper,59,[],[],[]
8dbcd6fd6bc365ee7208e219401c7d1b,"Department of Family Medicine and Public Health, University of California San Diego, La Jolla, CA, USA. 8Department of Biochemistry and Biophysics, Texas A & M University, College Station, TX, USA. 9Center for Phage Technology, Texas A & M AgriLife Research and Texas A & M University, College Station, TX, USA. 10Department of Biochemistry, University of Illinois at Urbana-Champaign, Urbana, IL, USA. 11Department of Pathology, University of California San Diego, La Jolla, CA, USA. 12Division of Gastroenterology, Hepatology and Nutrition, Department of Medicine, University of Pittsburgh Medical Center, Pittsburgh Liver Research Center, Pittsburgh, PA, USA. 13Hospital Universitario, Departamento de Gastroenterología, Universidad Autonoma de Nuevo Leon, Monterrey, Mexico. 14Division of Digestive and Liver Diseases, Department of Medicine, Columbia University College of Physicians and Surgeons, New York, NY, USA. 15Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.

--- Extracted Metadata ---
Keywords: Department of Family Medicine and Public Health, University of California San Diego, Department of Biochemistry and Biophysics, Texas A & M University, Center for Phage Technology, University of Illinois at Urbana-Champaign, Department of Pathology, Division of Gastroenterology, Hepatology, Nutrition, Department of Medicine, University of Pittsburgh Medical Center, Pittsburgh Liver Research Center, Hospital Universitario, Departamento de Gastroenterología, Universidad Autonoma de Nuevo Leon, Monterrey, Division of Digestive and Liver Diseases, Columbia University College of Physicians and Surgeons, Department of Medicine, University of Alberta, Edmonton, Alberta, Canada",7,ald_paper,60,[],[],"['Department of Family Medicine and Public Health', 'University of California San Diego', 'Department of Biochemistry and Biophysics', 'Texas A & M University', 'Center for Phage Technology', 'University of Illinois at Urbana-Champaign', 'Department of Pathology', 'Division of Gastroenterology', 'Hepatology', 'Nutrition', 'Department of Medicine', 'University of Pittsburgh Medical Center', 'Pittsburgh Liver Research Center', 'Hospital Universitario', 'Departamento de Gastroenterología', 'Universidad Autonoma de Nuevo Leon', 'Monterrey', 'Division of Digestive and Liver Diseases', 'Columbia University College of Physicians and Surgeons', 'Department of Medicine', 'University of Alberta', 'Edmonton', 'Alberta', 'Canada']"
6c32b2b6a71ed65ea861d5918dc92f3d,"Gastroenterology, Hepatology and Nutrition, Department of Medicine, University of Pittsburgh Medical Center, Pittsburgh Liver Research Center, Pittsburgh, PA, USA. 13Hospital Universitario, Departamento de Gastroenterología, Universidad Autonoma de Nuevo Leon, Monterrey, Mexico. 14Division of Digestive and Liver Diseases, Department of Medicine, Columbia University College of Physicians and Surgeons, New York, NY, USA. 15Department of Medicine, University of Alberta, Edmonton, Alberta, Canada. 16Division of Gastroenterology and Hepatology, Weill Cornell Medical College, New York, NY, USA. 17Liver Unit, Hospital Universitari Vall d’Hebron, Universitat Autònoma de Barcelona, Barcelona, Spain. 18Centro de Investigación en Red de Enfermedades Hepáticas y Digestivas (CIBEREHD), Barcelona, Spain. 19Liver Unit, Hospital Clinic, Barcelona, Spain. 20Liver Sciences, Department of Inflammation Biology, School of Infectious Diseases and Microbial Sciences, King’s College London, London, UK.

--- Extracted Metadata ---
Keywords: Gastroenterology, Hepatology, Nutrition, Liver Research, Liver Diseases, Department of Medicine, University of Pittsburgh Medical Center, Hospital Universitario, Department of Gastroenterología, Columbia University, University of Alberta, Weill Cornell Medical College, Hospital Universitari Vall d’Hebron, Universitat Autònoma de Barcelona, CIBEREHD, Hospital Clinic, Liver Sciences, Inflammation Biology, Infectious Diseases, Microbial Sciences, King’s College London",7,ald_paper,61,[],[],"['Gastroenterology', 'Hepatology', 'Nutrition', 'Liver Research', 'Liver Diseases', 'Department of Medicine', 'University of Pittsburgh Medical Center', 'Hospital Universitario', 'Department of Gastroenterología', 'Columbia University', 'University of Alberta', 'Weill Cornell Medical College', 'Hospital Universitari Vall d’Hebron', 'Universitat Autònoma de Barcelona', 'CIBEREHD', 'Hospital Clinic', 'Liver Sciences', 'Inflammation Biology', 'Infectious Diseases', 'Microbial Sciences', 'King’s College London']"
2fe322bbd3f7aa7d9fddf4df2de3b86c,"ada. 16Division of Gastroenterology and Hepatology, Weill Cornell Medical College, New York, NY, USA. 17Liver Unit, Hospital Universitari Vall d’Hebron, Universitat Autònoma de Barcelona, Barcelona, Spain. 18Centro de Investigación en Red de Enfermedades Hepáticas y Digestivas (CIBEREHD), Barcelona, Spain. 19Liver Unit, Hospital Clinic, Barcelona, Spain. 20Liver Sciences, Department of Inflammation Biology, School of Infectious Diseases and Microbial Sciences, King’s College London, London, UK. 21Service des Maladies de L’appareil Digestif et Unité INSERM, Hôpital Huriez, Lille, France. 22Division of Gastroenterology and Hepatology, Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA. 23Section of Digestive Diseases, Yale University School of Medicine, New Haven, CT, USA. 24Section of Digestive Diseases, VA Connecticut Healthcare System, West Haven, CT, USA. 25Department of Chemistry, University of Illinois at Urbana-Champaign, Urbana,",7,ald_paper,62,[],[],[]
