element_id,text,page_number,filename,chunk_id,method,hypothetical_questions,keywords
cd299dd9f60ec180dd10f5b6798c52ad,"of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA. 12Laboratory of Comparative Pathology, Memorial Sloan Kettering Cancer Center, The Rockefeller University, Weill Cornell Medicine, New York, NY, USA. 13Diagnostic Molecular Pathology Laboratory, Memorial Sloan Kettering Cancer Center, New York, NY, USA. 14Donald B. and Catherine C. Marron Cancer Metabolism Center, Memorial Sloan Kettering Cancer Center, New York, NY, USA. 15Department of Genomic Medicine, The University of Texas MD Anderson Cancer Center, Houston, TX, USA. 16Internal Medicine III, University Clinic Regensburg, Regensburg, Germany. 17Division of Hematologic Malignancies and Cellular Therapy, Department of Medicine, Duke University Medical Center, Durham, NC, USA. 18Department of Hematology, Hokkaido University, Faculty of Medicine, Sapporo, Japan. 19Computational and Systems Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA. 20Division of Infectious Diseases, Department of

--- Extracted Metadata ---
Keywords: Memorial Sloan Kettering Cancer Center, Comparative Pathology, Diagnostic Molecular Pathology, Cancer Metabolism, Genomic Medicine, Hematologic Malignancies, Cellular Therapy, Infectious Diseases, Computational Biology",1,gvhd_paper,11,,,"Memorial Sloan Kettering Cancer Center, Comparative Pathology, Diagnostic Molecular Pathology, Cancer Metabolism, Genomic Medicine, Hematologic Malignancies, Cellular Therapy, Infectious Diseases, Computational Biology"
53753c2044a6d9fc180fa78d470fad97,"Texas MD Anderson Cancer Center, Houston, TX, USA. 16Internal Medicine III, University Clinic Regensburg, Regensburg, Germany. 17Division of Hematologic Malignancies and Cellular Therapy, Department of Medicine, Duke University Medical Center, Durham, NC, USA. 18Department of Hematology, Hokkaido University, Faculty of Medicine, Sapporo, Japan. 19Computational and Systems Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA. 20Division of Infectious Diseases, Department of Medicine, Duke University, Durham, NC, USA. 21Office of Clinical Research, Duke University School of Medicine, Durham, NC, USA. 22Division of Laboratory and Transfusion Medicine, Hokkaido University Hospital, Sapporo, Japan. 23Department of Internal Medicine, Infectious Diseases, Goethe University Frankfurt, University Hospital Frankfurt, Frankfurt am Main, Germany. *These authors contributed equally to this work. †Corresponding author. Email: peledj@mskcc.org (J.U.P.); vandenbm@mskcc.org

--- Extracted Metadata ---
Keywords: Cancer, Hematologic Malignancies, Clinical Research, Infectious Diseases, Systems Biology",1,gvhd_paper,12,,,"Cancer, Hematologic Malignancies, Clinical Research, Infectious Diseases, Systems Biology"
7ab90e27d8ba05583b904ebdff4e50c9,"nt of Medicine, Duke University, Durham, NC, USA. 21Office of Clinical Research, Duke University School of Medicine, Durham, NC, USA. 22Division of Laboratory and Transfusion Medicine, Hokkaido University Hospital, Sapporo, Japan. 23Department of Internal Medicine, Infectious Diseases, Goethe University Frankfurt, University Hospital Frankfurt, Frankfurt am Main, Germany. *These authors contributed equally to this work. †Corresponding author. Email: peledj@mskcc.org (J.U.P.); vandenbm@mskcc.org (M.R.M.v.d.B.)

--- Extracted Metadata ---
Keywords: clinical research, internal medicine, infectious diseases, transfusion medicine",1,gvhd_paper,13,,,"clinical research, internal medicine, infectious diseases, transfusion medicine"
41526a190b074506185bd743dc48836b,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

1 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: gene editing, CRISPR, genetics, biotechnology
Methods: gene editing, CRISPR
Hypothetical Questions: How does CRISPR technology work?, What are the potential applications of gene editing in agriculture?",1,gvhd_paper,14,"gene editing, CRISPR","How does CRISPR technology work?, What are the potential applications of gene editing in agriculture?","gene editing, CRISPR, genetics, biotechnology"
22664cabc0291e535c8f0ff521c8357a,"RES EARCH | R E P O R T

To further investigate these clinical obser- vations, we examined the fecal microbiota of mice early after transplantation using well- established mouse models of allo-HCT. In a major histocompatibility complex (MHC)– matched, minor-antigen-mismatched allo-HCT model [C57BL/6-to-129S1/Sv transplant (C57BL/ 6→129S1/Sv)], we performed 16S rRNA gene sequencing of fecal samples and found that E. faecalis dominated the fecal microbiota at posttransplant day +8 in mice who re- ceived T cell–replete grafts and developed lethal, acute GVHD (Fig. 2A and fig. S4A). In contrast to the patients who had pro- longed antibiotic exposures, this expansion of E. faecalis was independent of antibiotic administration and dependent upon GVHD, as it was not observed in control recipients of T cell–depleted allografts in which GVHD did

--- Extracted Metadata ---
Keywords: microbiota, allo-HCT, GVHD, E. faecalis, antibiotics, T cell, fecal samples
Methods: 16S rRNA gene sequencing
Hypothetical Questions: What impact does GVHD have on fecal microbiota composition in mice after transplantation?, How does antibiotic exposure affect the growth of E. faecalis in the gut microbiota post-transplantation?",2,gvhd_paper,15,16S rRNA gene sequencing,"What impact does GVHD have on fecal microbiota composition in mice after transplantation?, How does antibiotic exposure affect the growth of E. faecalis in the gut microbiota post-transplantation?","microbiota, allo-HCT, GVHD, E. faecalis, antibiotics, T cell, fecal samples"
f66d72651fe97c36a5882190ac6b2527,"not develop. This posttransplant expansion of enterococci was consistently found in two additional lethal GVHD models: C57BL/6→ BALB/c mice (MHC-disparate model after ir- radiation conditioning) (Fig. 2B) and LP/ J→C57BL/6 mice [MHC-matched, minor- antigen–mismatched after busulfan and cyclophosphamide conditioning (16)] (Fig. 2C). The expansion of enterococci in murine allo- HCT recipients with GVHD was accompanied by an increase in Enterococcus colony–forming units recovered from mesenteric lymph nodes, consistent with increased bacterial translo- cation (Fig. 2B).

Although we observed E. faecium domina- tion in patients and a transient expansion of E. faecalis in GVHD mice, we hypothesized that both members of this genus might be associated with GVHD. Of note, E. faecium

--- Extracted Metadata ---
Keywords: GVHD, enterococci, E. faecium, E. faecalis, mice models, bacterial translocation
Methods: posttransplant expansion, GVHD modeling
Hypothetical Questions: What are the implications of enterococci expansion in the context of GVHD?, How does irradiation affect enterococci populations in GVHD models?, What is the relationship between Enterococcus species and GVHD severity?",2,gvhd_paper,16,"posttransplant expansion, GVHD modeling","What are the implications of enterococci expansion in the context of GVHD?, How does irradiation affect enterococci populations in GVHD models?, What is the relationship between Enterococcus species and GVHD severity?","GVHD, enterococci, E. faecium, E. faecalis, mice models, bacterial translocation"
95978607638ab5f8cb8d988972602fa2,"only recently became recognized as a major human pathogen; before the 1990s it was E. faecalis that caused >90% of clinical in- fections (17). Because E. faecalis expands in mice with GVHD and is the major Enterococcus species in laboratory mice, we next investigated whether E. faecalis contributes to GVHD. We colonized germ-free C57BL/6 mice with a com- munity of six bacterial strains (Akkermansia muciniphila, Lactobacillus johnsonii, Blautia producta, Bacteroides sartorii, Clostridium bolteae, and Parabacteroides diastonis; see materials and methods) (10, 18, 19) 21 days prior to allo-HCT (LP/J→gnotobiotic C57BL/6). One group of mice was cocolonized on day −21 with E. faecalis OG1RF, which remained detectable in mouse feces on days 0 and +7 (Fig. 2D, right panel, and fig. S4E). GVHD was exacerbated in E. faecalis–harboring mice

A

f o e c n e d i c n

e v i t a u m u c

l

n o i t a n m o d s u c c o c o r e t n E

i

Incidence of domination

0.75

0.50

0.25

f o n o i t c a r f

--- Extracted Metadata ---
Keywords: Enterococcus faecalis, GVHD, allo-HCT, germ-free mice, microbiome, bacterial colonization
Methods: bacterial colonization, allo-HCT, GVHD investigation
Hypothetical Questions: How does E. faecalis contribute to GVHD in mice?, What is the impact of E. faecalis on the gut microbiome during GVHD?, How does the presence of different bacterial strains affect GVHD outcomes in mice?",2,gvhd_paper,17,"bacterial colonization, allo-HCT, GVHD investigation","How does E. faecalis contribute to GVHD in mice?, What is the impact of E. faecalis on the gut microbiome during GVHD?, How does the presence of different bacterial strains affect GVHD outcomes in mice?","Enterococcus faecalis, GVHD, allo-HCT, germ-free mice, microbiome, bacterial colonization"
7f3a48ac04df58a9c068fb7bc2edeb59,"s e p m a s d e t a n m o d s u c c o c o r e t n E

l

i

Prevalence of domination 0.6

0.4

0.2

MSKCC Duke Hokkaido Regensburg

C

g n v v r u s n o i t r o p o r p

i

i

1.0

0.8

0.6

0.4

0.2

Overall survival

Enterococcus Enterococcus

≥ 0.3 (n=149) < 0.3 (n=389)

e c n e d i c n

e v i t a u m u c

l

0.2

0.15

0.1

0.05

GVHD-related mortality

Enterococcus Enterococcus

≥ 0.3 (n=148) < 0.3 (n=389)

HR, 2.04; p = 0.01

0

20

20 0 day relative to HCT

0

20

20 0 day relative to HCT

0

0

HR, 1.97; p < 0.001

5

10

15

20

0

0

5

10

15

20

B

E. faecium

other E. spp.

D

months after HCT

months after HCT

e c n a d n u b a e v i t a e r

l

1.00

0.60

0.30

0.10

0.01

1.00

0.60

0.30

0.10

M S K C C

v a

l i

d a t i o n c o h o r t

E. faecium E. cecorum

E. durans E. mundtii E. rivorum E. moraviensis E. gallinarum E. lactis E. malodoratus E. ureasiticus E. faecalis

Other rare E. spp.

g n v v r u s n o i t r o p o r p

i

i

1.0

0.8

0.6

0.4

0.2

0

0

--- Extracted Metadata ---
Keywords: Enterococcus, GSVD, HCT, mortality, overall survival, prevalence
Methods: survival analysis, statistical analysis
Hypothetical Questions: What is the relationship between Enterococcus levels and overall survival post-HCT?, How does GVHD-related mortality compare between patients with different levels of Enterococcus?",2,gvhd_paper,18,"survival analysis, statistical analysis","What is the relationship between Enterococcus levels and overall survival post-HCT?, How does GVHD-related mortality compare between patients with different levels of Enterococcus?","Enterococcus, GSVD, HCT, mortality, overall survival, prevalence"
af75cebc5438e1f6347ccaad0cba07a1,"Overall survival

Enterococcus Enterococcus

≥ 0.3 (n=54) < 0.3 (n=113)

HR, 1.95; p = 0.03

5

10

15

20

e c n e d i c n

i

e v i t a u m u c

l

0.2

0.15

0.1

0.05

0

0

GVHD-related mortality

Enterococcus Enterococcus

≥ 0.3 (n=53) < 0.3 (n=111)

HR, 5.8; p = 0.002

5

10

15

20

0.01

months after HCT

months after HCT

−20

0

20

40

60

80 −20 0

20

40

60

80

day relative to HCT

--- Extracted Metadata ---
Keywords: Enterococcus, overall survival, GVHD-related mortality, hazard ratio, HCT, hematopoietic cell transplant
Methods: overall survival analysis, hazard ratio calculation
Hypothetical Questions: What is the effect of Enterococcus levels on overall survival after HCT?, How does Enterococcus impact GVHD-related mortality?, What is the relationship between Enterococcus levels and the hazard ratios reported?",2,gvhd_paper,19,"overall survival analysis, hazard ratio calculation","What is the effect of Enterococcus levels on overall survival after HCT?, How does Enterococcus impact GVHD-related mortality?, What is the relationship between Enterococcus levels and the hazard ratios reported?","Enterococcus, overall survival, GVHD-related mortality, hazard ratio, HCT, hematopoietic cell transplant"
937b1146b03e2c70230d6309a47f7ed8,"Fig. 1. Enterococcus domination occurs globally and increases risk of GVHD and mortality after allo-HCT. Fecal microbiota were profiled using 16S rRNA gene sequencing of 1325 adult allo-HCT recipients. The patients attended one of four HCT centers in different countries: MSKCC (United States), Duke University (United States), Hokkaido University (Japan), and University Hospital Regensburg (Germany). (A) (Left) Cumulative incidence of patients who experienced at least one instance of genus Enterococcus domination of the gut microbiota [domination defined as a genus relative abundance of ≥0.3 (on a unitless scale from 0 to 1) over the course of allo-HCT (day −20 to +24 relative to HCT; using 7-day sliding windows) at different transplant centers]. (Right) Fraction of fecal specimens with enterococcal domination of the gut microbiota. (B) Relative abundance of different Enterococcus spp. in the microbiota of allo-HCT patients from the MSKCC and multicenter-validation cohort over the

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, allo-HCT, fecal microbiota, 16S rRNA, microbiota profiling
Methods: 16S rRNA gene sequencing
Hypothetical Questions: What is the impact of Enterococcus domination on GVHD in allo-HCT patients?, How does microbiota composition influence mortality rates after allo-HCT?, What are the geographic distributions of Enterococcus domination in allo-HCT recipients?",2,gvhd_paper,20,16S rRNA gene sequencing,"What is the impact of Enterococcus domination on GVHD in allo-HCT patients?, How does microbiota composition influence mortality rates after allo-HCT?, What are the geographic distributions of Enterococcus domination in allo-HCT recipients?","Enterococcus, GVHD, allo-HCT, fecal microbiota, 16S rRNA, microbiota profiling"
2ca14001c8e8df91e5f8ca9d039a8f22,"nterococcus domination of the gut microbiota [domination defined as a genus relative abundance of ≥0.3 (on a unitless scale from 0 to 1) over the course of allo-HCT (day −20 to +24 relative to HCT; using 7-day sliding windows) at different transplant centers]. (Right) Fraction of fecal specimens with enterococcal domination of the gut microbiota. (B) Relative abundance of different Enterococcus spp. in the microbiota of allo-HCT patients from the MSKCC and multicenter-validation cohort over the course of HCT, determined by 16S rRNA gene sequencing of fecal samples. Each

--- Extracted Metadata ---
Keywords: Enterococcus, gut microbiota, allo-HCT, fecal specimens, relative abundance, 16S rRNA, microbiota, transplant centers
Methods: 16S rRNA gene sequencing
Hypothetical Questions: What factors influence Enterococcus domination in the gut microbiota of allo-HCT patients?, How does the relative abundance of Enterococcus spp. change throughout the HCT process?, What is the clinical significance of Enterococcus domination in allo-HCT patients?",2,gvhd_paper,21,16S rRNA gene sequencing,"What factors influence Enterococcus domination in the gut microbiota of allo-HCT patients?, How does the relative abundance of Enterococcus spp. change throughout the HCT process?, What is the clinical significance of Enterococcus domination in allo-HCT patients?","Enterococcus, gut microbiota, allo-HCT, fecal specimens, relative abundance, 16S rRNA, microbiota, transplant centers"
